ngram,phish_count,clean_count,phish_freq,clean_freq,phish_score
m chten,158,418,0.000162011,0.000148607,0.085807678
2 5,81,214,8.305622291059767e-05,7.608090884689429e-05,0.086630261
the form,159,420,0.000163036,0.000149318,0.087336815
http www,1441,3808,0.00147758,0.001353814,0.087418631
you cannot,58,153,5.9472357145860055e-05,5.4394294642873015e-05,0.08770975
the result,99,261,0.000101513,9.279026733195984e-05,0.088930103
then i,65,171,6.665005542208455e-05,6.0793623424387484e-05,0.090547996
is expected,84,221,8.613237931469388e-05,7.856953670637213e-05,0.090797249
will provide,135,355,0.000138427,0.000126209,0.091710161
mailing list,605,1591,0.000620358,0.00056563,0.092201982
state of,148,389,0.000151757,0.000138297,0.092243235
and was,72,189,7.382775369830904e-05,6.719295220590195e-05,0.092847635
of you,214,562,0.000219432,0.000199801,0.093275792
who was,61,160,6.254851354995626e-05,5.6882922502350864e-05,0.093381214
three years,50,131,5.12692734016035e-05,4.657289279879977e-05,0.094145572
create a,95,249,9.741161946304665e-05,8.852404814428353e-05,0.094651598
the key,71,186,7.280236823027697e-05,6.612639740898288e-05,0.09481345
before it,52,136,5.3320044337667636e-05,4.835048412699823e-05,0.095945724
letter to,73,191,7.485313916634111e-05,6.790398873718134e-05,0.096085023
once again,65,170,6.665005542208455e-05,6.043810515874779e-05,0.096317926
to come,141,369,0.000144579,0.000131186,0.096509468
is what,150,392,0.000153808,0.000139363,0.097951413
let s,116,303,0.000118945,0.000107722,0.09823644
and this,118,308,0.000120995,0.0001095,0.098971903
you see,94,245,9.638623399501458e-05,8.710197508172476e-05,0.10018991458072085
in my,347,903,0.000355809,0.000321033,0.10254593896896431
choose to,90,234,9.228469212288629e-05,8.319127415968814e-05,0.10256473925568246
this was,194,504,0.000198925,0.000179181,0.10397815594236308
as of,124,322,0.000127148,0.000114477,0.1041139198889549
with their,84,218,8.613237931469388e-05,7.750298190945306e-05,0.10429195333599497
being a,54,140,5.537081527373178e-05,4.977255718955701e-05,0.10459556907700752
as one,71,184,7.280236823027697e-05,6.541536087770349e-05,0.1054624526853203
information that,83,215,8.510699384666181e-05,7.643642711253398e-05,0.10613333306957605
to each,85,220,8.715776478272595e-05,7.821401844073244e-05,0.10697470731331177
so they,58,150,5.9472357145860055e-05,5.332773984595394e-05,0.10715139472443055
in one,170,440,0.000174316,0.000156428,0.10761893134946146
ability to,228,590,0.000233788,0.000209756,0.10798248996953372
front of,55,142,5.639620074176385e-05,5.0483593720836395e-05,0.1087149235785347
in der,79,204,8.100545197453353e-05,7.252572619049736e-05,0.10915037137371415
of america,88,227,9.023392118682215e-05,8.070264630021029e-05,0.11034037896780935
s the,162,418,0.000166112,0.000148607,0.11065749769252559
designed to,120,309,0.000123046,0.000109855,0.11243018884151698
making a,51,131,5.2294658869635565e-05,4.657289279879977e-05,0.11357299731991118
your attention,65,167,6.665005542208455e-05,5.937155036182871e-05,0.11383020038758765
the top,186,478,0.000190722,0.000169938,0.11474548213899008
out of,544,1397,0.00055781,0.000496659,0.115893838
with and,52,133,5.3320044337667636e-05,4.7283929330079154e-05,0.11779452027349831
like i,52,133,5.3320044337667636e-05,4.7283929330079154e-05,0.11779452027349831
i am,1478,3786,0.00151552,0.001345992,0.11854398044208599
the contract,54,138,5.537081527373178e-05,4.9061520658277624e-05,0.11869890263417826
the late,63,161,6.45992844860204e-05,5.723844076799056e-05,0.11901915766285498
a simple,90,230,9.228469212288629e-05,8.176920109712937e-05,0.11959999805782578
hear from,78,199,7.998006650650145e-05,7.07481348622989e-05,0.12104117252306212
into a,217,554,0.000222509,0.000196957,0.1213996630248149
the only,324,827,0.000332225,0.000294014,0.121796136
source of,82,209,8.408160837862974e-05,7.430331751869582e-05,0.12208670327403823
see the,247,630,0.00025327,0.000223977,0.12240153784824201
contact with,57,145,5.8446971677827984e-05,5.155014851775547e-05,0.12331675932557776
the south,50,127,5.12692734016035e-05,4.5150819736241e-05,0.12449396853651053
i will,749,1903,0.000768014,0.000676551,0.12662359523148736
to produce,58,147,5.9472357145860055e-05,5.226118504903486e-05,0.12697852354136488
see a,58,147,5.9472357145860055e-05,5.226118504903486e-05,0.12697852354136488
email message,64,162,6.562466995405247e-05,5.759395903363025e-05,0.12844332558269925
of any,257,650,0.000263524,0.000231087,0.13082047849829473
as soon,257,650,0.000263524,0.000231087,0.13082047849829473
a complete,95,240,9.741161946304665e-05,8.53243837535263e-05,0.13104677648942448
do the,116,293,0.000118945,0.000104167,0.1314827683846441
get this,67,169,6.870082635814869e-05,6.00825868931081e-05,0.1319853416307114
only a,122,308,0.000125097,0.0001095,0.1320395322779125
your mail,50,126,5.12692734016035e-05,4.4795301470601304e-05,0.13222719388021706
including a,73,184,7.485313916634111e-05,6.541536087770349e-05,0.13287072319492133
subscribe to,56,141,5.742158620979592e-05,5.01280754551967e-05,0.13335168026250227
may not,182,459,0.00018662,0.000163183,0.1334385153875004
this way,58,146,5.9472357145860055e-05,5.1905666783395166e-05,0.13367589825663656
could have,70,176,7.17769827622449e-05,6.257121475258595e-05,0.1352389646990133
of service,51,128,5.2294658869635565e-05,4.550633800188069e-05,0.13624751290483908
this project,53,133,5.434542980569971e-05,4.7283929330079154e-05,0.13649530753531885
day and,55,138,5.639620074176385e-05,4.9061520658277624e-05,0.1367254497112824
to follow,90,226,9.228469212288629e-05,8.03471280345706e-05,0.1369304936001436
a program,57,143,5.8446971677827984e-05,5.083911198647609e-05,0.1369397608557426
do so,96,241,9.843700493107872e-05,8.567990201916599e-05,0.1373022810979049
erhalten sie,65,163,6.665005542208455e-05,5.794947729926994e-05,0.13766741376844807
check the,70,175,7.17769827622449e-05,6.221569648694626e-05,0.14084710191054775
which we,74,185,7.587852463437317e-05,6.577087914334318e-05,0.14095952945327367
you cant,78,195,7.998006650650145e-05,6.932606179974011e-05,0.14106057914475276
the details,100,250,0.000102539,8.887956640992322e-05,0.14147335304490025
a a,149,372,0.000152782,0.000132253,0.14329080500613395
a 3,81,202,8.305622291059767e-05,7.181468965921797e-05,0.14356817943179626
and use,77,192,7.895468103846938e-05,6.825950700282103e-05,0.1435995662563703
find the,130,324,0.0001333,0.000115188,0.14486806518912868
here s,104,259,0.00010664,9.207923080068046e-05,0.14534207512412187
soon as,262,653,0.000268651,0.000232153,0.14543177911226016
at 12,94,234,9.638623399501458e-05,8.319127415968814e-05,0.14559358233600764
no way,80,199,8.20308374425656e-05,7.07481348622989e-05,0.14605021489567208
only for,56,139,5.742158620979592e-05,4.941703892391732e-05,0.14735625658859058
como uma,52,129,5.3320044337667636e-05,4.586185626752038e-05,0.14768925413608475
information is,129,320,0.000132275,0.000113766,0.1495186798884827
send me,67,166,6.870082635814869e-05,5.901603209618902e-05,0.14960044549046456
address and,150,372,0.000153808,0.000132253,0.14993644092891736
or have,57,141,5.8446971677827984e-05,5.01280754551967e-05,0.1507509147059764
below is,55,136,5.639620074176385e-05,4.835048412699823e-05,0.15103053606478553
copyright c,151,374,0.000154833,0.000132964,0.15121639263551215
had no,51,126,5.2294658869635565e-05,4.4795301470601304e-05,0.1516546194462152
do a,102,252,0.000104589,8.959060294120261e-05,0.15320672100948013
top of,98,242,0.000100488,8.603542028480568e-05,0.15362319091233312
program to,54,133,5.537081527373178e-05,4.7283929330079154e-05,0.15485278568233576
on all,180,444,0.000184569,0.00015785,0.155467798
to take,381,940,0.000390672,0.000334187,0.1557353145457901
have access,50,123,5.12692734016035e-05,4.3728746673682226e-05,0.15579229452235765
send an,132,325,0.000135351,0.000115543,0.15696752872985686
ensure that,94,231,9.638623399501458e-05,8.212471936276906e-05,0.15834274302301776
it s,766,1885,0.000785445,0.000670152,0.15852759572926764
this will,175,430,0.000179442,0.000152873,0.15928528915409432
better than,88,216,9.023392118682215e-05,7.679194537817367e-05,0.15938887478342184
the search,71,174,7.280236823027697e-05,6.186017822130656e-05,0.16047795435721313
to do,752,1846,0.00077109,0.000656287,0.16098062898267612
2 3,146,358,0.000149706,0.000127276,0.1611521663962309
or a,268,657,0.000274803,0.000233576,0.1619104502495853
for my,85,208,8.715776478272595e-05,7.394779925305613e-05,0.16233612973556852
ou a,70,171,7.17769827622449e-05,6.0793623424387484e-05,0.16359955605683296
a matter,59,144,6.0497742613892126e-05,5.119463025211578e-05,0.16402084780981363
and when,68,166,6.972621182618076e-05,5.901603209618902e-05,0.16420452324735674
need to,1014,2480,0.001039741,0.000881685,0.16471937125028002
we cannot,57,139,5.8446971677827984e-05,4.941703892391732e-05,0.1647554910320646
to use,460,1123,0.000471677,0.000399247,0.16633105970478515
further details,78,190,7.998006650650145e-05,6.754847047154165e-05,0.1666619387110235
look forward,167,407,0.000171239,0.000144696,0.16736340677090347
is not,1159,2825,0.001188422,0.001004339,0.16814237295177611
us and,119,289,0.000122021,0.000102745,0.17042018869732667
diese email,96,233,9.843700493107872e-05,8.283575589404845e-05,0.17066473
e i,59,143,6.0497742613892126e-05,5.083911198647609e-05,0.17085554666684807
information and,217,527,0.000222509,0.000187358,0.17110502413763737
about a,227,551,0.000232763,0.000195891,0.17165758443373544
is really,57,138,5.8446971677827984e-05,4.9061520658277624e-05,0.17183202060677447
us in,88,213,9.023392118682215e-05,7.572539058125459e-05,0.17319407960704358
it but,81,196,8.305622291059767e-05,6.96815800653798e-05,0.1733008929131839
any further,67,162,6.870082635814869e-05,5.759395903363025e-05,0.17358057051801437
contact me,100,242,0.000102539,8.603542028480568e-05,0.17362881074055916
did not,314,760,0.000321971,0.000270194,0.17472865395910125
or email,179,433,0.000183544,0.000153939,0.17485377985123987
dont have,77,186,7.895468103846938e-05,6.612639740898288e-05,0.17488261651710008
the exact,63,152,6.45992844860204e-05,5.403877637723332e-05,0.17552682680558593
more and,63,152,6.45992844860204e-05,5.403877637723332e-05,0.17552682680558593
you use,86,207,8.818315025075802e-05,7.359228098741644e-05,0.17865509337071545
all the,741,1785,0.000759811,0.0006346,0.1798148870995465
in front,55,132,5.639620074176385e-05,4.692841106443946e-05,0.18026965051464974
about this,163,392,0.000167138,0.000139363,0.18055100245002115
to email,65,156,6.665005542208455e-05,5.546084943979209e-05,0.18080070616774288
all in,73,175,7.485313916634111e-05,6.221569648694626e-05,0.18224645899104333
more to,61,146,6.254851354995626e-05,5.1905666783395166e-05,0.18329315143081937
a very,296,710,0.000303514,0.000252418,0.1836772112806289
for people,64,153,6.562466995405247e-05,5.4394294642873015e-05,0.18459832502415457
to participate,220,527,0.000225585,0.000187358,0.18477420463595182
lot of,311,745,0.000318895,0.000264861,0.1850184219025154
in her,62,148,6.357389901798833e-05,5.261670331467455e-05,0.18594964063754862
of 100,52,124,5.3320044337667636e-05,4.408426493932192e-05,0.18636000654764914
have the,403,964,0.00041323,0.00034272,0.18659597244414353
web site,483,1155,0.000495261,0.000410624,0.18699303105350037
week to,55,131,5.639620074176385e-05,4.657289279879977e-05,0.18771499196124472
to obtain,74,176,7.587852463437317e-05,6.257121475258595e-05,0.19006580431526612
them the,100,238,0.000102539,8.461334722224691e-05,0.19010277976462123
for new,56,133,5.742158620979592e-05,4.7283929330079154e-05,0.19058666921145803
associated with,210,500,0.000215331,0.000177759,0.19077013013911995
the program,349,831,0.00035786,0.000295436,0.1911007661472887
take a,229,545,0.000234813,0.000193757,0.1912853095652861
all this,102,242,0.000104589,8.603542028480568e-05,0.19324204287313393
with one,81,192,8.305622291059767e-05,6.825950700282103e-05,0.1936254744286113
to pay,239,567,0.000245067,0.000201579,0.19447514598228022
with me,95,225,9.741161946304665e-05,7.99916097689309e-05,0.19481331485317488
you know,355,842,0.000364012,0.000299346,0.1949933870519983
can have,66,156,6.767544089011662e-05,5.546084943979209e-05,0.195844184
wenn sie,196,464,0.000200976,0.00016496,0.19639699991448512
need a,107,253,0.000109716,8.99461212068423e-05,0.1967033211117195
0 5,61,144,6.254851354995626e-05,5.119463025211578e-05,0.1968239862534885
l a,80,189,8.20308374425656e-05,6.719295220590195e-05,0.1968708548269426
available to,148,350,0.000151757,0.000124431,0.19708980648293115
the 2,65,153,6.665005542208455e-05,5.4394294642873015e-05,0.19987157019957566
easier to,54,127,5.537081527373178e-05,4.5150819736241e-05,0.20003684166673766
request for,126,297,0.000129199,0.000105589,0.20008112642478984
email to,357,842,0.000366063,0.000299346,0.20059603113115848
they will,202,476,0.000207128,0.000169227,0.20102157874201848
if your,124,292,0.000127148,0.000103811,0.20102235919350447
and is,347,818,0.000355809,0.000290814,0.201083533
sie ihre,83,195,8.510699384666181e-05,6.932606179974011e-05,0.20244818475079898
people are,132,310,0.000135351,0.000110211,0.2038053146587013
to share,118,277,0.000120995,9.847855958219494e-05,0.20404189835979414
to learn,144,338,0.000147656,0.000120165,0.20447691083453415
subject fw,168,394,0.000172265,0.000140074,0.2055348519002471
you think,137,321,0.000140478,0.000114121,0.20615597410386516
the address,239,560,0.000245067,0.00019909,0.20683596351804198
o ser,57,133,5.8446971677827984e-05,4.7283929330079154e-05,0.20798590365493194
required to,209,489,0.000214306,0.000173848,0.20813874636140123
with you,302,706,0.000309666,0.000250996,0.20930690432295207
co uk,87,203,8.920853571879009e-05,7.217020792485767e-05,0.20933571106002052
is intended,108,252,0.000110742,8.959060294120261e-05,0.2098388488852591
efetuar o,52,121,5.3320044337667636e-05,4.301771014240284e-05,0.21030124330911076
an extra,52,121,5.3320044337667636e-05,4.301771014240284e-05,0.21030124330911076
each time,55,128,5.639620074176385e-05,4.550633800188069e-05,0.2103895075461726
de n,70,163,7.17769827622449e-05,5.794947729926994e-05,0.21071897426643263
one of,1085,2532,0.001112543,0.000900172,0.21160589774783242
subject re,1342,3128,0.001376067,0.001112061,0.21284209270022905
increase in,56,130,5.742158620979592e-05,4.6217374533160075e-05,0.21292351904529483
make it,159,370,0.000163036,0.000131542,0.21318992762416916
over to,57,132,5.8446971677827984e-05,4.692841106443946e-05,0.21537622141014187
m de,54,125,5.537081527373178e-05,4.443978320496161e-05,0.21556356150599518
an der,73,169,7.485313916634111e-05,6.00825868931081e-05,0.2165722594492976
system is,101,234,0.000103564,8.319127415968814e-05,0.21670739283532445
see if,114,264,0.000116894,9.385682212887892e-05,0.21741681595063012
is all,61,141,6.254851354995626e-05,5.01280754551967e-05,0.21746983896075672
em uma,55,127,5.639620074176385e-05,4.5150819736241e-05,0.21806338874384185
direitos reservados,74,171,7.587852463437317e-05,6.0793623424387484e-05,0.21842639567308578
site is,68,157,6.972621182618076e-05,5.5816367705431786e-05,0.21899180333670856
to find,388,897,0.00039785,0.0003189,0.2205762219739047
amount of,235,543,0.000240966,0.000193046,0.2206981055149912
mail to,156,360,0.00015996,0.000127987,0.2214483792189935
como se,63,145,6.45992844860204e-05,5.155014851775547e-05,0.22179686512830224
and time,60,138,6.15231280819242e-05,4.9061520658277624e-05,0.2222838753460218
the biggest,86,198,8.818315025075802e-05,7.03926165966592e-05,0.22249766822020262
us for,78,179,7.998006650650145e-05,6.363776954950503e-05,0.22540412398854376
people who,310,713,0.000317869,0.000253485,0.22554189041893463
member of,129,296,0.000132275,0.000105233,0.2267739794182001
hard to,99,227,0.000101513,8.070264630021029e-05,0.22690480180861985
to complete,99,227,0.000101513,8.070264630021029e-05,0.22690480180861985
do you,522,1198,0.000535251,0.000425911,0.22802744995241206
1 and,63,144,6.45992844860204e-05,5.119463025211578e-05,0.2285851678014326
to one,128,293,0.000131249,0.000104167,0.22914092548256498
r pido,57,130,5.8446971677827984e-05,4.6217374533160075e-05,0.23032275348876877
real time,85,194,8.715776478272595e-05,6.897054353410042e-05,0.23105364415556423
sending you,58,132,5.9472357145860055e-05,4.692841106443946e-05,0.2324778924907393
tired of,86,196,8.818315025075802e-05,6.96815800653798e-05,0.2325071208088736
we want,97,221,9.946239039911079e-05,7.856953670637213e-05,0.2331521176686651
that is,683,1555,0.000700338,0.000552831,0.23613091975158731
who can,60,136,6.15231280819242e-05,4.835048412699823e-05,0.23658896169952498
appreciate your,71,161,7.280236823027697e-05,5.723844076799056e-05,0.23684518993030484
to know,314,714,0.000321971,0.00025384,0.2369265896042379
me i,111,252,0.000113818,8.959060294120261e-05,0.23699592311232257
of business,82,186,8.408160837862974e-05,6.612639740898288e-05,0.23703352383933252
as many,104,236,0.00010664,8.390231069096753e-05,0.23729184010622542
for it,138,313,0.000141503,0.000111277,0.23839345139053872
based on,654,1485,0.000670602,0.000527945,0.23878229949473362
know how,128,290,0.000131249,0.0001031,0.23933425049897727
mail is,58,131,5.9472357145860055e-05,4.657289279879977e-05,0.2399232339373342
a for,58,131,5.9472357145860055e-05,4.657289279879977e-05,0.2399232339373342
and also,126,285,0.000129199,0.000101323,0.24092913821293313
to his,78,176,7.998006650650145e-05,6.257121475258595e-05,0.24204226221157765
os direitos,78,176,7.998006650650145e-05,6.257121475258595e-05,0.24204226221157765
here is,264,597,0.000270702,0.000212244,0.24226605996932044
before i,101,228,0.000103564,8.105816456584998e-05,0.24237035661898162
3d 3d,689,1558,0.000706491,0.000553897,0.24294098942990955
and win,52,117,5.3320044337667636e-05,4.159563707984407e-05,0.2431414674167524
we don,53,119,5.434542980569971e-05,4.2306673611123455e-05,0.24528733864230218
market and,61,137,6.254851354995626e-05,4.8706002392637924e-05,0.24567790881945845
that for,73,164,7.485313916634111e-05,5.8304995564909635e-05,0.24610554674550056
mailing lists,73,164,7.485313916634111e-05,5.8304995564909635e-05,0.24610554674550056
help me,77,173,7.895468103846938e-05,6.150465995566687e-05,0.24621887388673513
o foi,58,130,5.9472357145860055e-05,4.6217374533160075e-05,0.24742442456936642
it will,491,1104,0.000503464,0.000392492,0.24843584710730393
to build,135,303,0.000138427,0.000107722,0.24874695789525852
span style,75,168,7.690391010240524e-05,5.9727068627468406e-05,0.24908660567845692
the business,100,224,0.000102539,7.963609150329121e-05,0.24999764156348597
ll be,113,253,0.000115869,8.99461212068423e-05,0.25078261
bei der,64,143,6.562466995405247e-05,5.083911198647609e-05,0.25093000668161636
permission to,60,134,6.15231280819242e-05,4.7639447595718846e-05,0.2511016570042747
is no,402,900,0.000412205,0.000319966,0.2526071700675846
now the,87,194,8.920853571879009e-05,6.897054353410042e-05,0.2540497067903762
nt work,66,147,6.767544089011662e-05,5.226118504903486e-05,0.2541838215096945
the people,198,442,0.000203026,0.000157139,0.254774161
and handling,75,167,7.690391010240524e-05,5.937155036182871e-05,0.2549581720099194
is already,58,129,5.9472357145860055e-05,4.586185626752038e-05,0.25498230859811594
i received,178,397,0.000182519,0.000141141,0.2554983231437645
we can,547,1220,0.000560886,0.000433732,0.2565683144552375
a part,72,160,7.382775369830904e-05,5.6882922502350864e-05,0.25676646198276076
of up,55,122,5.639620074176385e-05,4.3373228408042534e-05,0.25734178816745773
e as,90,200,9.228469212288629e-05,7.110365312793859e-05,0.25755131230218964
much for,73,162,7.485313916634111e-05,5.759395903363025e-05,0.2581674883366005
method of,69,153,7.075159729421283e-05,5.4394294642873015e-05,0.25873351266793027
that has,172,382,0.000176366,0.000135808,0.25963877011978675
them for,52,115,5.3320044337667636e-05,4.0884600548564684e-05,0.259975069
s a,539,1198,0.000552683,0.000425911,0.26001661573902424
up and,137,304,0.000140478,0.000108078,0.2600837563823995
td td,108,239,0.000110742,8.49688654878866e-05,0.2622041347646027
i o,81,179,8.305622291059767e-05,6.363776954950503e-05,0.26268698742675983
what would,77,170,7.895468103846938e-05,6.043810515874779e-05,0.26342973929168956
a result,188,416,0.000192772,0.000147896,0.2634392461430271
because they,110,243,0.000112792,8.639093855044537e-05,0.2639841492939111
happy to,231,511,0.000236864,0.00018167,0.2640189269006414
o tempo,50,110,5.12692734016035e-05,3.910700922036622e-05,0.26485757919645514
or even,116,256,0.000118945,9.101267600376138e-05,0.2651045721775057
on how,196,433,0.000200976,0.000153939,0.2651125280993434
make the,226,499,0.000231737,0.000177404,0.26586107723289254
sie jetzt,98,216,0.000100488,7.679194537817367e-05,0.26590046044127846
crian as,61,134,6.254851354995626e-05,4.7639447595718846e-05,0.26736872651980786
padding 0,66,145,6.767544089011662e-05,5.155014851775547e-05,0.26762372837450493
the market,246,542,0.000252245,0.000192691,0.2680931197798301
the most,659,1453,0.000675729,0.000516568,0.2681299372701928
you on,81,178,8.305622291059767e-05,6.328225128386533e-05,0.26820233197217647
sichern sie,57,125,5.8446971677827984e-05,4.443978320496161e-05,0.26869667947859155
l s,57,125,5.8446971677827984e-05,4.443978320496161e-05,0.26869667947859155
00 for,97,213,9.946239039911079e-05,7.572539058125459e-05,0.26955074141744034
how i,53,116,5.434542980569971e-05,4.124011881420438e-05,0.27022363451259496
o h,73,160,7.485313916634111e-05,5.6882922502350864e-05,0.27037669851504725
for me,270,593,0.000276854,0.000210822,0.2713482062740844
because we,64,140,6.562466995405247e-05,4.977255718955701e-05,0.27171893287547766
we work,54,118,5.537081527373178e-05,4.195115534548376e-05,0.27188801704303334
phone numbers,65,142,6.665005542208455e-05,5.0483593720836395e-05,0.2730849854753218
in at,60,131,6.15231280819242e-05,4.657289279879977e-05,0.27327341759598406
20 and,50,109,5.12692734016035e-05,3.875149095472653e-05,0.2737613430677831
a great,267,584,0.000273778,0.000207623,0.275436008
impact on,51,111,5.2294658869635565e-05,3.9462527486005913e-05,0.2754598187777882
to 20,88,192,9.023392118682215e-05,6.825950700282103e-05,0.2755663498806727
can see,83,181,8.510699384666181e-05,6.434880608078441e-05,0.27585146719017895
como a,94,205,9.638623399501458e-05,7.288124445613705e-05,0.27622586642728275
zu erhalten,89,194,9.125930665485422e-05,6.897054353410042e-05,0.2765288161498601
t know,69,150,7.075159729421283e-05,5.332773984595394e-05,0.27817515711348273
the purpose,70,152,7.17769827622449e-05,5.403877637723332e-05,0.2793617725021412
people and,70,152,7.17769827622449e-05,5.403877637723332e-05,0.2793617725021412
e f,54,117,5.537081527373178e-05,4.159563707984407e-05,0.28019973282558974
pay off,54,117,5.537081527373178e-05,4.159563707984407e-05,0.28019973282558974
important to,127,276,0.000130224,9.812304131655525e-05,0.2805435193904104
from a,760,1654,0.000779293,0.000588027,0.2811970515548341
to sign,73,158,7.485313916634111e-05,5.617188597107148e-05,0.282736818
thanks for,350,760,0.000358885,0.000270194,0.28295030008768535
the person,114,247,0.000116894,8.781301161300415e-05,0.28325226875704046
4 000,62,134,6.357389901798833e-05,4.7639447595718846e-05,0.28337540857568544
30 000,74,160,7.587852463437317e-05,5.6882922502350864e-05,0.28380418105080446
indiv duos,51,110,5.2294658869635565e-05,3.910700922036622e-05,0.28428500476245305
most recent,51,110,5.2294658869635565e-05,3.910700922036622e-05,0.28428500476245305
with each,57,123,5.8446971677827984e-05,4.3728746673682226e-05,0.28446828562518117
percent of,75,162,7.690391010240524e-05,5.759395903363025e-05,0.284844542
not be,587,1272,0.000601901,0.000452219,0.2853774830962625
participate in,189,409,0.000193798,0.000145407,0.2855721578383576
the cd,52,112,5.3320044337667636e-05,3.9818045751645606e-05,0.28576901802139015
and most,70,151,7.17769827622449e-05,5.368325811159363e-05,0.28584213921180784
you an,88,190,9.023392118682215e-05,6.754847047154165e-05,0.285885678
course of,77,166,7.895468103846938e-05,5.901603209618902e-05,0.28684825900709454
sie diese,77,166,7.895468103846938e-05,5.901603209618902e-05,0.28684825900709454
trusted sender,53,114,5.434542980569971e-05,4.052908228292499e-05,0.28720012703464237
the site,108,233,0.000110742,8.283575589404845e-05,0.2873297384604157
time and,232,501,0.000237889,0.000178115,0.28797469330946207
of all,381,823,0.000390672,0.000292592,0.2882349493944064
with all,166,358,0.000170214,0.000127276,0.2887335646851953
not know,55,118,5.639620074176385e-05,4.195115534548376e-05,0.2899145641201375
pleased to,145,312,0.000148681,0.000110922,0.2907061374525399
as coisas,56,120,5.742158620979592e-05,4.266219187676315e-05,0.2912028952417156
on line,114,245,0.000116894,8.710197508172476e-05,0.29129048386894996
in any,304,654,0.000311717,0.000232509,0.2920788232434183
gl ck,70,150,7.17769827622449e-05,5.332773984595394e-05,0.29236477514311265
o mesmo,77,165,7.895468103846938e-05,5.866051383054933e-05,0.292789595
of 3,51,109,5.2294658869635565e-05,3.875149095472653e-05,0.2931887686337811
pot wir,58,124,5.9472357145860055e-05,4.408426493932192e-05,0.2936530610096802
quest o,72,154,7.382775369830904e-05,5.474981290851271e-05,0.2943148004765451
is only,140,300,0.000143554,0.000106655,0.29471677630368104
free to,208,446,0.00021328,0.000158561,0.2948571864295317
raz o,66,141,6.767544089011662e-05,5.01280754551967e-05,0.29505788375490355
each day,53,113,5.434542980569971e-05,4.01735640172853e-05,0.29579768639883774
are not,769,1648,0.000788521,0.000585894,0.29658257293376633
to secure,68,145,6.972621182618076e-05,5.155014851775547e-05,0.297048328
will not,454,972,0.000465525,0.000345564,0.29724481823417076
the old,216,462,0.000221483,0.000164249,0.2973957855334029
for more,491,1051,0.000503464,0.00037365,0.2975055558333216
i got,126,269,0.000129199,9.563441345707739e-05,0.29812581397065424
and see,105,224,0.000107665,7.963609150329121e-05,0.29832778381033614
sent out,98,209,0.000100488,7.430331751869582e-05,0.29841416523396475
como um,91,194,9.331007759091836e-05,6.897054353410042e-05,0.2985137044478409
this deal,70,149,7.17769827622449e-05,5.2972221580314244e-05,0.2989302353337883
a check,63,134,6.45992844860204e-05,4.7639447595718846e-05,0.2991299080677519
been selected,56,119,5.742158620979592e-05,4.2306673611123455e-05,0.2993787003184412
mas n,79,168,8.100545197453353e-05,5.9727068627468406e-05,0.3003961927406631
p class,94,200,9.638623399501458e-05,7.110365312793859e-05,0.3005801553825148
your request,65,138,6.665005542208455e-05,4.9061520658277624e-05,0.3010955116080695
number and,148,315,0.000151757,0.000111988,0.3015648825020341
email list,88,187,9.023392118682215e-05,6.648191567462257e-05,0.3015671247135756
already have,51,108,5.2294658869635565e-05,3.8395972689086835e-05,0.30217252225925956
t be,59,125,6.0497742613892126e-05,4.443978320496161e-05,0.30261246528969715
no entanto,60,127,6.15231280819242e-05,4.5150819736241e-05,0.3036218143785813
that our,99,210,0.000101513,7.465883578433551e-05,0.3037569619848001
c a,53,112,5.434542980569971e-05,3.9818045751645606e-05,0.30446980528321055
notifica o,70,148,7.17769827622449e-05,5.261670331467455e-05,0.30553908582617006
release of,54,114,5.537081527373178e-05,4.052908228292499e-05,0.30555760518165914
on one,103,218,0.000105615,7.750298190945306e-05,0.3060848208198056
the web,346,734,0.000354783,0.00026095,0.3061668403416644
make this,63,133,6.45992844860204e-05,4.7283929330079154e-05,0.30646600945765645
the leading,63,133,6.45992844860204e-05,4.7283929330079154e-05,0.30646600945765645
the united,317,672,0.000325047,0.000238908,0.3067854750694061
your payment,97,205,9.946239039911079e-05,7.288124445613705e-05,0.30732443309598884
to sell,140,296,0.000143554,0.000105233,0.3080142789615005
a better,115,243,0.000117919,8.639093855044537e-05,0.30805375480861585
contr rio,58,122,5.9472357145860055e-05,4.3373228408042534e-05,0.3095500301435473
and for,188,397,0.000192772,0.000141141,0.3098668511927007
it in,285,602,0.000292235,0.000214022,0.3102335229273511
o das,59,124,6.0497742613892126e-05,4.408426493932192e-05,0.31046717574018834
to 2,78,164,7.998006650650145e-05,5.8304995564909635e-05,0.3115094871775693
da sua,116,244,0.000118945,8.674645681608507e-05,0.3125794390184864
sent thursday,189,398,0.000193798,0.000141496,0.3126465499437633
to purchase,80,168,8.20308374425656e-05,5.9727068627468406e-05,0.31282253443928404
que n,227,478,0.000232763,0.000169938,0.3130063041486247
purpose of,91,191,9.331007759091836e-05,6.790398873718134e-05,0.31387398324733917
to market,93,195,9.53608485269825e-05,6.932606179974011e-05,0.3149575307792533
que ela,74,155,7.587852463437317e-05,5.51053311741524e-05,0.3149957361221784
c u,74,155,7.587852463437317e-05,5.51053311741524e-05,0.3149957361221784
should you,65,136,6.665005542208455e-05,4.835048412699823e-05,0.31540059796157255
this to,124,260,0.000127148,9.243474906632015e-05,0.3159209482335984
opportunity to,282,592,0.000289159,0.000210467,0.31635994665103256
